Uuid,Void/Retire,Name,Description,Parent,Tags,Tag|Facility Location,Address 1,Address 2,Address 3,Address 4,Address 5,Address 6,City/Village,County/District,State/Province,Postal Code,Country,_order:1000
c8e9d7f0-1234-4abc-9def-0123456789ab,,Bunia,Bunia,,Login Location;Appointment Location;Admission Location;Visit Location,TRUE,,,,,,,Bunia,Ituri,,,Democratic Republic of the Congo,
